NR_046018.2	DDX11L1
XM_047440618.1	RASSF2
XM_005260895.4	RASSF2
XM_011529411.2	RASSF2
XM_047440621.1	RASSF2
XM_017028152.2	RASSF2
NM_170774.2	RASSF2
XM_047440622.1	RASSF2
XM_047440620.1	RASSF2
XR_007067506.1	LOC107985392
NM_203327.2	SLC23A2
XR_007067454.1	TMEM230
XR_002958479.2	TMEM230
XR_002958478.2	TMEM230
XR_002958476.2	TMEM230
XR_002958484.2	TMEM230
NM_001330987.2	TMEM230
NM_001009925.2	TMEM230
XM_047440132.1	TMEM230
NM_001330986.2	TMEM230
NM_001009924.2	TMEM230
NM_014145.5	TMEM230
NM_001330984.2	TMEM230
NM_001330985.2	TMEM230
NM_002592.2	PCNA
NR_028370.1	PCNA-AS1
RF00568	LOC124900464
XM_017027646.2	PROKR2
NR_038240.1	LINC00658
NR_038239.1	LINC00658
XR_001754485.1	LOC107985411
XR_001754484.1	LOC107985411
NR_029405.1	LOC643406
XR_007067507.1	LOC124904863
XR_007067510.1	LOC124904863
XR_007067508.1	LOC124904863
XR_007067509.1	LOC124904863
NR_015406.2	LINC00654
NR_109860.1	LINC01729
XR_007067469.1	GPCPD1
XM_024451949.2	GPCPD1
XM_005260758.6	GPCPD1
XM_047440311.1	GPCPD1
XM_047440309.1	GPCPD1
XM_047440308.1	GPCPD1
XM_047440310.1	GPCPD1
XM_047440312.1	GPCPD1
XM_047440313.1	GPCPD1
XR_007067511.1	LOC124904864
XR_937224.1	LOC105372514
XM_011529177.3	SHLD1
XM_011529182.3	SHLD1
XM_011529178.3	SHLD1
XM_011529180.3	SHLD1
XM_047439931.1	SHLD1
NM_001303477.2	SHLD1
NM_001303478.2	SHLD1
XM_011529181.4	SHLD1
NM_001303479.2	SHLD1
NM_001281467.2	TRMT6
NM_001281520.2	MCM8
XM_047440552.1	MCM8
XM_017028105.2	MCM8
NM_182802.3	MCM8
NM_001281522.2	MCM8
NM_001281521.2	MCM8
XM_047440553.1	MCM8
XM_047440555.1	MCM8
XM_047440554.1	MCM8
NR_110101.1	MCM8-AS1
NR_136617.2	CRLS1
XR_007067457.1	CRLS1
XR_007067458.1	CRLS1
NM_001323562.2	CRLS1
NM_001323563.2	CRLS1
XM_011529263.3	CRLS1
XM_047440224.1	CRLS1
XM_047440225.1	CRLS1
NM_001323564.2	CRLS1
NM_001323561.2	CRLS1
NM_001127458.2	CRLS1
XM_005260738.5	CRLS1
XR_007067512.1	LOC124904865
XM_024451935.2	FERMT1
XM_047440259.1	FERMT1
XM_047440260.1	FERMT1
XR_007067513.1	LOC124904866
NR_109953.1	CASC20
NR_146909.1	LINC01713
XR_937229.2	LOC105372517
XR_937228.2	LOC105372517
NR_110609.1	LINC01428
NR_135005.1	LINC01751
NR_110610.1	LINC01706
NR_107029.1	MIR8062
XR_937232.1	LOC105372518
XR_937233.1	LOC105372518
XR_937230.2	LOC105372518
XR_937231.1	LOC105372518
XR_007067517.1	TMX4-AS1
XR_007067516.1	TMX4-AS1
XR_937237.4	TMX4-AS1
XR_007067515.1	TMX4-AS1
XR_937239.3	TMX4-AS1
XR_007067514.1	TMX4-AS1
NM_182734.3	PLCB1
NR_046809.1	PLCB1-IT1
XR_007067518.1	LOC124900459
XR_007067519.1	LOC124904867
XR_007067522.1	LOC124904868
XR_007067521.1	LOC105372521
XR_007067520.1	LOC105372521
XR_001754734.2	LOC105372521
NR_004386.2	RNU105B
XR_001754742.2	LOC105372522
XR_001754736.2	LOC105372522
XR_001754739.2	LOC105372522
XR_937244.3	LOC105372522
XR_007067524.1	LOC105372522
XR_007067526.1	LOC105372522
XR_007067528.1	LOC105372522
XR_007067525.1	LOC105372522
XR_007067523.1	LOC105372522
XR_007067527.1	LOC105372522
XM_024451898.2	PLCB4
NM_001377134.2	PLCB4
XM_005260724.3	PLCB4
NM_000933.4	PLCB4
NM_182797.3	PLCB4
NM_001377143.1	PLCB4
NM_001172646.2	PLCB4
NM_001377135.1	PLCB4
NM_001377136.1	PLCB4
XM_006723569.3	PLCB4
XM_024451900.2	PLCB4
XM_047440201.1	PLCB4
XM_047440202.1	PLCB4
XM_047440203.1	PLCB4
XM_047440204.1	PLCB4
XM_017027884.2	PLCB4
XM_011529254.3	PLCB4
XM_047440205.1	PLCB4
XM_047440206.1	PLCB4
NR_109957.1	LAMP5-AS1
NM_001199897.2	LAMP5
NM_020341.5	PAK5
XM_017027960.2	PAK5
XM_017027961.2	PAK5
XM_017027962.2	PAK5
XM_017027964.2	PAK5
XM_017027965.2	PAK5
XR_937250.3	LOC105372523
XR_244242.4	LOC101929348
NR_109861.1	PARAL1
NR_040710.1	SNAP25-AS1
XM_047440367.1	ANKEF1
XM_047440366.1	ANKEF1
NM_001303472.2	ANKEF1
NM_198798.3	ANKEF1
XR_001754492.2	LOC105372524
XR_007067722.1	LOC105372524
XR_001754493.2	LOC105372524
XR_007067723.1	LOC124904959
NM_001322907.2	SNAP25
NM_001322910.2	SNAP25
NM_001322904.2	SNAP25
NM_001322903.2	SNAP25
XM_017028022.2	SNAP25
NM_001322906.2	SNAP25
NM_001322908.2	SNAP25
XM_017028021.3	SNAP25
NM_001322905.2	SNAP25
NM_001322909.2	SNAP25
NM_003081.5	SNAP25
XM_047440391.1	SNAP25
NM_001322902.2	SNAP25
XM_005260808.6	SNAP25
NR_072977.2	MKKS
NM_018848.3	MKKS
NM_001394148.1	MKKS
NM_001394149.1	MKKS
NR_106930.1	MIR6870
NR_110611.1	LINC01752
XR_001754497.2	LOC107985398
NR_109866.1	LOC101929413
NR_146878.1	LINC02871
XR_001754710.1	LOC105372527
XR_937259.2	LOC105372527
XR_937260.2	LOC105372528
XR_007067724.1	LOC124904960
NR_038972.1	LOC339593
XR_937261.2	LOC105372529
XR_004837567.2	LOC107985384
XR_937264.2	LOC105372530
XR_937263.3	LOC105372530
NR_110635.1	LINC00687
NM_001395005.1	BTBD3
NM_001395004.1	BTBD3
NM_001395003.1	BTBD3
NM_001395009.1	BTBD3
NM_181443.4	BTBD3
NM_001282552.3	BTBD3
NM_001395006.1	BTBD3
NM_001395007.1	BTBD3
XM_047440013.1	BTBD3
NM_001282550.3	BTBD3
XM_047440014.1	BTBD3
NM_001395008.1	BTBD3
NM_001282551.2	BTBD3
NM_001282554.2	BTBD3
XR_007067529.1	LOC124904869
XR_007067530.1	LOC107985406
XR_001754498.2	LOC107985406
XR_007067531.1	LOC124904870
XR_001754499.2	LOC107985407
XR_007067532.1	LOC124904871
XR_007067533.1	LOC105372532
XR_937267.3	LOC105372532
XR_937269.3	LOC105372532
XR_937268.3	LOC105372532
XR_937266.3	LOC105372532
NR_109868.1	LINC01722
NR_109872.1	LOC102606466
XR_937274.3	LOC105372535
XR_937273.3	LOC105372535
XR_007067534.1	LOC105372535
XR_937275.2	LOC105372535
NR_109870.1	LINC01723
NM_001349945.2	SPTLC3
XM_011529279.2	SPTLC3
XM_047440255.1	SPTLC3
XM_047440256.1	SPTLC3
XM_011529280.2	SPTLC3
XR_001754319.3	TASP1
XR_007067463.1	TASP1
NR_136629.2	TASP1
NR_136628.2	TASP1
NR_136630.2	TASP1
NR_136631.2	TASP1
XM_047440269.1	TASP1
NM_001323602.2	TASP1
NM_001323604.2	TASP1
NM_001323603.2	TASP1
XM_047440275.1	TASP1
XM_047440268.1	TASP1
XM_047440267.1	TASP1
XM_047440273.1	TASP1
XM_047440274.1	TASP1
XM_047440276.1	TASP1
XM_047440271.1	TASP1
XM_047440270.1	TASP1
XM_047440272.1	TASP1
XM_017027929.3	TASP1
XM_017027931.3	TASP1
XM_047440277.1	TASP1
XM_017027680.2	ISM1
NR_040043.1	ISM1-AS1
XR_007067535.1	LOC124904872
NM_016649.4	ESF1
XM_017027874.3	ESF1
NR_147983.2	NDUFAF5
NR_147982.2	NDUFAF5
NR_147981.2	NDUFAF5
NR_147979.2	NDUFAF5
NR_147978.2	NDUFAF5
NR_029377.2	NDUFAF5
NR_147980.2	NDUFAF5
XR_937140.3	NDUFAF5
NM_001352407.2	NDUFAF5
XM_006723624.3	NDUFAF5
NM_001352406.2	NDUFAF5
NM_001039375.3	NDUFAF5
XM_047440469.1	NDUFAF5
NM_001352403.2	NDUFAF5
XM_047440470.1	NDUFAF5
NM_001352408.2	NDUFAF5
XM_011529342.3	NDUFAF5
XM_047440472.1	NDUFAF5
XM_047440471.1	NDUFAF5
XM_047440473.1	NDUFAF5
NR_073207.2	SEL1L2
NR_073206.2	SEL1L2
XR_937162.2	SEL1L2
XR_937159.2	SEL1L2
XR_937160.2	SEL1L2
XR_937163.2	SEL1L2
NM_001271539.2	SEL1L2
XM_006723650.3	SEL1L2
NM_001363752.2	SEL1L2
XM_047440521.1	SEL1L2
XM_011529374.3	SEL1L2
XM_011529376.3	SEL1L2
XM_011529375.3	SEL1L2
XM_047440522.1	SEL1L2
XM_006723648.4	SEL1L2
XM_006723652.4	SEL1L2
XM_006723651.3	SEL1L2
XM_006723646.4	SEL1L2
XM_024452003.2	SEL1L2
XM_047440520.1	SEL1L2
XM_011529378.3	SEL1L2
XM_011529379.3	SEL1L2
XM_006723654.5	SEL1L2
XM_047440523.1	SEL1L2
XM_047440524.1	SEL1L2
NM_001351663.2	MACROD2
NM_080676.6	MACROD2
NM_001351664.2	MACROD2
NM_001033087.2	MACROD2
XM_024451834.2	MACROD2
XM_017027675.2	MACROD2
XM_017027676.2	MACROD2
NM_013281.4	FLRT3
XM_011529205.3	FLRT3
XM_005260682.5	FLRT3
XM_011529204.3	FLRT3
XR_007067536.1	LOC124904873
NR_104193.2	MACROD2-IT1
NR_110318.1	MACROD2-AS1
NR_037841.3	MACROD2-AS1
NR_072988.2	MACROD2-AS1
NR_130924.1	LOC613266
NR_130925.1	LOC613266
XR_007067537.1	LOC124904874
XM_047440266.1	KIF16B
XM_047440264.1	KIF16B
NM_001199865.2	KIF16B
XM_017027926.2	KIF16B
XM_047440262.1	KIF16B
XM_047440265.1	KIF16B
XM_047440263.1	KIF16B
XM_005260755.4	KIF16B
XM_006723588.4	KIF16B
XM_005260754.4	KIF16B
XM_005260753.4	KIF16B
NM_001199866.2	KIF16B
XM_047440261.1	KIF16B
XM_005260751.5	KIF16B
XM_005260752.4	KIF16B
XM_005260750.4	KIF16B
XR_007067538.1	LOC124904875
XR_007067539.1	LOC124904875
XR_937285.3	LOC105372541
XR_937286.3	LOC105372542
NM_198220.3	SNRPB2
XM_017027959.3	OTOR
XR_937289.1	LOC105372544
XR_937288.2	LOC105372544
XR_937290.2	LOC105372545
NM_001201528.2	PCSK2
NM_001201529.3	PCSK2
XR_007067540.1	LOC105372546
XR_007067541.1	LOC105372546
NM_001278608.2	BFSP1
NM_001278607.2	BFSP1
NM_001161705.2	BFSP1
NM_001278606.2	BFSP1
XM_017028005.3	BFSP1
NM_001011546.2	DSTN
NM_004587.3	RRBP1
NM_001042576.2	RRBP1
NM_001159495.2	BANF2
XM_005260668.4	BANF2
XM_011529170.2	BANF2
XM_011529171.4	BANF2
NM_001014977.4	BANF2
XR_937294.2	LOC105372547
XR_001754511.2	LOC107985440
XR_001754510.1	LOC107985440
XR_001754509.1	LOC107985440
XR_001754508.1	LOC107985440
XR_001754512.1	LOC107985440
XR_937297.3	LOC105372548
XR_937296.4	LOC105372548
XR_007067542.1	LOC105372548
NM_001282454.2	SNX5
NM_152227.3	SNX5
NR_003045.1	SNORD17
XM_017028128.2	MGME1
XM_047440586.1	MGME1
XM_047440584.1	MGME1
XM_011529394.1	MGME1
XM_047440582.1	MGME1
XM_005260867.4	MGME1
XM_017028127.3	MGME1
XM_047440585.1	MGME1
XM_047440583.1	MGME1
NM_001310338.2	MGME1
XM_006723663.5	MGME1
XM_005260870.5	MGME1
NM_001310339.2	MGME1
NM_001363738.2	MGME1
NM_001303462.1	OVOL2
NM_001303461.1	OVOL2
NR_028402.3	KAT14
NM_001392075.1	KAT14
NM_001392072.1	KAT14
NM_001392078.1	KAT14
NM_001392071.1	KAT14
NM_001392077.1	KAT14
NM_001384192.3	KAT14
NM_001392079.1	KAT14
NM_001392081.1	KAT14
NM_001392080.1	KAT14
NM_001392070.1	KAT14
NM_020536.7	KAT14
NM_001392074.1	KAT14
NM_001392069.1	KAT14
NM_001392076.1	KAT14
XR_007067544.1	LOC124904876
XR_007067545.1	LOC124904876
XR_937302.3	LOC105372551
XM_047440455.1	ZNF133
XM_047440444.1	ZNF133
XM_047440456.1	ZNF133
XM_047440449.1	ZNF133
XM_047440452.1	ZNF133
XM_047440454.1	ZNF133
XM_047440447.1	ZNF133
XM_047440450.1	ZNF133
XM_024451992.2	ZNF133
XM_024451990.2	ZNF133
XM_024451991.2	ZNF133
XM_047440446.1	ZNF133
XM_017028042.2	ZNF133
XM_047440451.1	ZNF133
XM_047440457.1	ZNF133
XM_047440445.1	ZNF133
XM_047440458.1	ZNF133
XM_017028048.2	ZNF133
NM_001387299.1	ZNF133
NM_001352450.2	ZNF133
NM_001387316.1	ZNF133
NM_001387300.1	ZNF133
NM_001352458.2	ZNF133
NM_001387305.1	ZNF133
NM_001387301.1	ZNF133
NM_001387309.1	ZNF133
NM_001387303.1	ZNF133
NM_001387318.1	ZNF133
NM_001352455.2	ZNF133
NM_001387317.1	ZNF133
NM_001283000.3	ZNF133
NM_001283001.3	ZNF133
NM_001352457.2	ZNF133
NM_001387320.1	ZNF133
XM_047440448.1	ZNF133
NM_001352460.2	ZNF133
NM_001352462.2	ZNF133
NM_001352464.2	ZNF133
NM_001352456.2	ZNF133
NM_001387315.1	ZNF133
NM_003434.7	ZNF133
NM_001387313.1	ZNF133
NM_001387314.1	ZNF133
NM_001387310.1	ZNF133
NM_001352461.2	ZNF133
NM_001352454.2	ZNF133
NM_001352459.2	ZNF133
NM_001352463.2	ZNF133
NM_001387306.1	ZNF133
NM_001387304.1	ZNF133
NM_001282995.3	ZNF133
NM_001387298.1	ZNF133
NM_001387308.1	ZNF133
NM_001282996.3	ZNF133
NM_001387319.1	ZNF133
NM_001283002.3	ZNF133
NM_001387297.1	ZNF133
XM_047440453.1	ZNF133
NM_001387302.1	ZNF133
NM_001387311.1	ZNF133
NM_001282997.3	ZNF133
NM_001387307.1	ZNF133
NM_001283008.3	ZNF133
NM_001283003.3	ZNF133
NM_001282999.3	ZNF133
NM_001083330.4	ZNF133
NM_001387295.1	ZNF133
NM_001387296.1	ZNF133
NM_001283004.3	ZNF133
NM_001282998.3	ZNF133
NM_001352451.2	ZNF133
NM_001387312.1	ZNF133
NM_001387321.1	ZNF133
NM_001283007.3	ZNF133
NM_001283006.3	ZNF133
NM_001352453.2	ZNF133
NM_001283005.3	ZNF133
XR_937299.4	ZNF133-AS1
XR_007067543.1	ZNF133-AS1
XR_937301.4	ZNF133-AS1
RF01210	LOC124904978
XR_001754517.2	LOC107985418
NR_034167.1	LINC00851
XR_007067462.1	DZANK1
NR_160274.1	DZANK1
NR_160273.1	DZANK1
NM_001367617.1	DZANK1
XM_017027915.3	DZANK1
NM_001367613.1	DZANK1
XM_017027911.2	DZANK1
XM_006723584.3	DZANK1
NM_018152.3	DZANK1
NM_001099407.2	DZANK1
NM_001367612.1	DZANK1
NM_001351684.2	DZANK1
NM_001367614.1	DZANK1
XM_047440251.1	DZANK1
NM_001367611.1	DZANK1
XM_047440248.1	DZANK1
XM_017027910.2	DZANK1
XM_011529272.3	DZANK1
NM_001367619.1	DZANK1
NM_001367618.1	DZANK1
XM_047440250.1	DZANK1
XM_047440249.1	DZANK1
NM_001351683.4	DZANK1
XM_011529268.3	DZANK1
XM_017027916.3	DZANK1
XM_017027913.3	DZANK1
XM_017027912.3	DZANK1
XM_047440252.1	DZANK1
XM_024451934.2	DZANK1
XM_017027921.3	DZANK1
XM_011529277.3	DZANK1
XM_047440253.1	DZANK1
XR_007067546.1	LOC124904877
NR_104209.2	POLR3F
NM_001282526.2	POLR3F
XM_017027596.2	POLR3F
XM_047439836.1	POLR3F
XM_047439837.1	POLR3F
NR_036160.1	MIR3192
NM_032986.5	SEC23B
NM_001172745.3	SEC23B
NM_032985.6	SEC23B
NM_001172746.3	SEC23B
NM_001348958.2	SMIM26
XR_007067547.1	LOC124904878
NM_001318043.2	DTD1
NR_109955.1	DTD1-AS1
NR_026883.1	LINC00652
NR_026884.1	LINC00652
NR_026885.1	LCDR
NR_161343.1	SCP2D1-AS1
NR_161342.1	SCP2D1-AS1
XR_001754519.2	LOC102724734
XR_937306.3	LOC102724734
XR_430280.4	LOC102724734
XR_001754520.2	LOC102724734
XR_001754521.2	LOC107985442
XR_007067548.1	LOC101929547
XR_007067549.1	LOC101929547
XR_007067550.1	LOC101929547
XR_937307.3	LOC101929547
XR_244249.4	LOC101929547
XR_007067552.1	LOC124904879
XR_007067551.1	LOC124904879
NR_024564.1	SLC24A3-AS1
XM_047440212.1	RIN2
XM_047440213.1	RIN2
XM_017027888.2	RIN2
XM_017027887.2	RIN2
XM_047440211.1	RIN2
XM_047440215.1	RIN2
XM_047440210.1	RIN2
XM_047440209.1	RIN2
XM_047440214.1	RIN2
NM_001378238.1	RIN2
XM_017027890.2	RIN2
NM_001242581.2	RIN2
XM_011529255.3	RIN2
XM_006723577.2	RIN2
XM_017027893.2	RIN2
XM_017027889.2	RIN2
XM_047440216.1	RIN2
XM_017027892.2	RIN2
XM_011529259.3	RIN2
NM_181528.3	NAA20
NM_181527.3	NAA20
NM_001278627.2	CRNKL1
NM_001278626.2	CRNKL1
NM_001278625.2	CRNKL1
NM_016652.6	CRNKL1
XM_047440187.1	CRNKL1
NM_001167816.1	CFAP61
XR_007067553.1	LOC124904880
XR_937310.3	LOC105372554
XR_244251.5	CFAP61-AS1
XR_007067471.1	RALGAPA2
XR_937111.3	RALGAPA2
XR_007067470.1	RALGAPA2
XR_001754352.2	RALGAPA2
XR_007067472.1	RALGAPA2
XR_007067473.1	RALGAPA2
XR_937112.3	RALGAPA2
XR_937114.3	RALGAPA2
XM_011529310.3	RALGAPA2
XM_005260768.3	RALGAPA2
XM_006723598.2	RALGAPA2
XM_006723599.2	RALGAPA2
XM_047440323.1	RALGAPA2
XM_047440322.1	RALGAPA2
XM_011529311.3	RALGAPA2
XM_047440324.1	RALGAPA2
XM_047440320.1	RALGAPA2
XM_047440321.1	RALGAPA2
XM_011529309.2	RALGAPA2
XM_047440319.1	RALGAPA2
XM_017027977.2	RALGAPA2
XR_937312.3	LOC105372555
XR_937311.3	LOC105372555
NR_147212.1	LINC00237
XR_937105.4	KIZ
XR_001754334.3	KIZ
XR_007067468.1	KIZ
NM_001276389.2	KIZ
NM_001352436.2	KIZ
XM_011529296.4	KIZ
XM_011529297.4	KIZ
NM_001352434.2	KIZ
XM_011529299.4	KIZ
NM_001163022.3	KIZ
NM_001352435.2	KIZ
NM_001163023.3	KIZ
XM_047440292.1	KIZ
NR_109956.1	KIZ-AS1
NM_001317960.1	XRN2
XM_017027722.2	XRN2
XM_017027723.3	XRN2
XR_937329.4	LOC105372558
XR_937330.4	LOC105372558
XR_001754527.3	LOC105372558
XR_937325.4	LOC105372558
XR_001754528.1	LOC105372558
XR_001754530.1	LOC105372558
XR_001754526.1	LOC105372558
XR_007067725.1	LOC105372558
XR_001754531.3	LOC105372558
XR_001754532.1	LOC105372558
NR_171652.1	LOC112268271
NR_171653.1	LOC112268271
NR_171654.1	LOC112268271
XM_047440151.1	NKX2-2
XM_047440152.1	NKX2-2
XM_006723566.4	NKX2-2
XR_007067726.1	LOC124904961
NR_109880.1	LINC01727
NR_109878.1	LINC01726
NM_006192.5	PAX1
NR_038394.1	LINC01432
XR_937331.3	LOC105372560
XR_937335.2	LOC105372561
XR_001754534.1	LOC105372561
XR_937333.2	LOC105372561
NR_110615.1	LINC01427
NR_027090.1	LOC284788
NR_027089.2	LOC284788
XR_937337.3	LOC105372562
XR_937336.3	LOC105372562
XR_001754711.1	LOC105372563
XR_937339.3	LOC105372563
XR_007067727.1	LOC105372564
XR_937341.3	LOC105372564
XR_937343.3	LOC105372564
XR_937340.3	LOC105372564
NR_001558.3	LINC00261
NM_153675.3	FOXA2
XM_047440133.1	FOXA2
XM_047440134.1	FOXA2
NR_109883.1	LNCNEF
NR_146527.1	LINC01747
NR_146528.1	LINC01747
XR_007067728.1	LOC124904963
XR_007067729.1	LOC124904963
XM_047440637.1	LOC124904962
XR_937350.3	LOC105372567
XR_937351.2	LOC105372568
XR_001754537.2	LOC107985449
XR_007067739.1	LOC101929707
XR_937352.2	LOC101929707
XR_007067734.1	LOC101929707
XR_007067735.1	LOC101929707
XR_007067740.1	LOC101929707
XR_007067738.1	LOC101929707
XR_007067736.1	LOC101929707
XR_007067730.1	LOC101929707
XR_007067737.1	LOC101929707
XR_007067733.1	LOC101929707
XR_007067732.1	LOC101929707
XR_007067731.1	LOC101929707
XR_007067741.1	LOC101929707
XR_007067742.1	LOC101929707
XR_007067743.1	LOC101929707
XR_007067744.1	LOC101929707
XR_007067745.1	LOC124904964
NR_034149.1	LINC00656
XR_937371.2	LOC100505664
XR_002958561.1	LOC100505664
XR_937375.3	LOC100505664
XR_002958565.2	LOC100505664
XR_430281.3	LOC100505664
XR_001754548.1	LOC100505664
XR_937365.2	LOC100505664
XR_002958563.1	LOC100505664
XR_002958560.1	LOC100505664
XR_002958566.1	LOC100505664
XR_002958562.1	LOC100505664
XR_002958564.1	LOC100505664
XR_937368.2	LOC100505664
XR_002958567.1	LOC100505664
XR_937376.2	LOC100505664
XR_937384.2	NXT1-AS1
XR_007067747.1	LOC105372571
XR_937379.3	LOC105372571
XR_007067746.1	LOC105372571
XR_937381.3	LOC105372571
NR_109884.1	LINC01431
XM_047440376.1	GZF1
XM_011529321.4	GZF1
XM_011529322.3	GZF1
XM_017028018.3	GZF1
XM_017028019.3	GZF1
XM_024451968.2	GZF1
XM_047440375.1	GZF1
XM_024451969.2	GZF1
XM_017028017.3	GZF1
NM_001317012.2	GZF1
XM_005260800.4	GZF1
XM_005260802.5	GZF1
XM_047440378.1	GZF1
XM_047440377.1	GZF1
NM_001317019.1	GZF1
NR_104266.2	NAPB
NM_001283020.2	NAPB
NM_001283026.2	NAPB
NM_001283018.2	NAPB
XM_047440359.1	NAPB
XM_047440358.1	NAPB
XM_047440357.1	NAPB
XM_047440360.1	NAPB
XM_011529315.3	NAPB
NR_170941.1	CSTL1
NR_170940.1	CSTL1
NR_170939.1	CSTL1
NR_170938.1	CSTL1
NR_170937.1	CSTL1
XM_047439889.1	CSTL1
NM_080830.3	CST11
XM_047439816.1	CST8
XM_047439815.1	CST8
XM_047439817.1	CST8
XM_047439820.1	CST8
XM_047439818.1	CST8
XM_047439819.1	CST8
NM_001281730.2	CST8
NR_001279.2	CST13P
NM_001288614.2	CST3
XR_007067748.1	LOC124904965
XR_007067749.1	LOC124904965
XR_001754712.2	LOC107985383
XR_937387.2	LOC105372574
XR_007067750.1	LOC124904966
XR_001754554.3	LOC107985432
XR_937389.3	LOC105372575
XM_011529393.3	GGTLC1
XM_005260863.5	GGTLC1
XM_011529392.3	GGTLC1
XM_005260865.5	GGTLC1
XM_005260864.5	GGTLC1
XM_011529391.4	GGTLC1
XM_017028126.3	GGTLC1
NM_178312.3	GGTLC1
XR_001754556.3	LOC107985438
XR_001754555.3	LOC107985438
XR_001754557.2	LOC105372576
XR_937390.3	LOC105372576
NR_040102.1	LINC01721
XR_001754558.2	LOC105372577
XR_937391.3	LOC105372577
XR_937393.3	LOC105372577
XR_937394.3	LOC105372577
XR_937395.2	LOC105372577
XR_937398.3	LOC105372577
XR_937392.3	LOC105372577
XR_937396.3	LOC105372577
NR_147606.2	SYNDIG1
NM_001323606.2	SYNDIG1
XM_047440499.1	SYNDIG1
XM_011529356.4	SYNDIG1
XM_011529358.3	SYNDIG1
XM_011529350.2	SYNDIG1
XM_047440496.1	SYNDIG1
XM_011529347.4	SYNDIG1
XM_011529348.4	SYNDIG1
XM_017028069.3	SYNDIG1
XM_017028066.3	SYNDIG1
XM_017028067.3	SYNDIG1
XM_017028065.2	SYNDIG1
NM_001323607.2	SYNDIG1
XM_011529353.3	SYNDIG1
XM_011529354.3	SYNDIG1
XM_011529351.2	SYNDIG1
XM_047440497.1	SYNDIG1
XM_047440498.1	SYNDIG1
XM_047440500.1	SYNDIG1
XM_017028064.2	SYNDIG1
XM_017028068.2	SYNDIG1
XR_001754562.2	LOC107985402
XR_007067554.1	LOC124904881
XR_001754563.2	LINC02967
XR_937399.3	LINC02967
XM_005260763.4	APMAP
XM_006723659.2	ACSS1
NM_001252675.2	ACSS1
NM_001252677.2	ACSS1
NM_001252676.2	ACSS1
XM_047440557.1	ACSS1
XM_047440556.1	ACSS1
XR_007067555.1	LOC124904882
NR_045951.2	VSX1
NR_045948.2	VSX1
NR_165181.2	VSX1
NR_165183.2	VSX1
NR_165182.2	VSX1
NM_001256271.2	VSX1
XM_017027838.2	VSX1
NM_001256272.2	VSX1
XM_017027837.2	VSX1
NM_001378633.1	VSX1
NM_199425.3	VSX1
NR_027091.1	LOC284798
NR_027092.1	LOC284798
NR_027093.1	LOC284798
NR_109994.1	LOC101926889
XM_047440595.1	ENTPD6
XM_047440594.1	ENTPD6
XM_047440597.1	ENTPD6
XM_047440596.1	ENTPD6
NM_001322390.2	ENTPD6
NM_001322397.2	ENTPD6
NM_001322388.2	ENTPD6
NM_001322391.2	ENTPD6
XM_047440598.1	ENTPD6
NM_001322387.2	ENTPD6
NM_001322383.2	ENTPD6
NM_001322396.2	ENTPD6
NM_001317941.3	ENTPD6
NM_001322393.2	ENTPD6
NM_001114089.4	ENTPD6
XM_017028133.3	ENTPD6
NM_001322386.2	ENTPD6
NM_001322385.2	ENTPD6
NM_001322392.2	ENTPD6
NM_001322394.2	ENTPD6
NM_001322380.2	ENTPD6
NM_001322384.2	ENTPD6
XM_017028134.2	ENTPD6
NM_001322379.2	ENTPD6
NM_001322381.2	ENTPD6
NM_001322382.2	ENTPD6
XM_047440599.1	ENTPD6
NM_001322378.2	ENTPD6
NM_001322395.2	ENTPD6
NM_001322398.2	ENTPD6
NM_001322389.2	ENTPD6
XM_047440591.1	ENTPD6
XM_047440592.1	ENTPD6
XM_047440593.1	ENTPD6
XM_047440600.1	ENTPD6
XR_001754564.3	LOC105372579
XM_047440342.1	PYGB
NM_015600.5	ABHD12
XM_047440090.1	ABHD12
XM_011529214.3	ABHD12
XM_047440093.1	ABHD12
XM_047440089.1	ABHD12
XM_047440087.1	ABHD12
XM_047440092.1	ABHD12
XM_047440094.1	ABHD12
XM_047440091.1	ABHD12
XM_047440088.1	ABHD12
XM_017027797.3	ABHD12
XR_937403.3	LOC105372581
NR_134574.2	GINS1
XR_007067484.1	GINS1
XR_244227.5	GINS1
XM_047440626.1	GINS1
XM_047440627.1	GINS1
XM_047440625.1	GINS1
XM_017028162.2	GINS1
XR_007067446.1	NINL
XR_007067445.1	NINL
NM_001318226.2	NINL
XM_047440021.1	NINL
XM_047440033.1	NINL
XM_047440027.1	NINL
XM_011529188.1	NINL
XM_047440022.1	NINL
XM_047440026.1	NINL
XM_047440020.1	NINL
XM_047440025.1	NINL
XM_047440019.1	NINL
XM_047440023.1	NINL
XM_011529189.2	NINL
XM_047440032.1	NINL
XM_047440024.1	NINL
XM_011529187.3	NINL
XM_011529186.3	NINL
XM_011529191.1	NINL
XM_047440029.1	NINL
XM_047440028.1	NINL
XM_047440031.1	NINL
XM_047440030.1	NINL
XM_011529192.3	NINL
XM_047440034.1	NINL
XM_011529194.3	NINL
XM_047440035.1	NINL
XM_011529195.3	NINL
XM_017027735.2	NINL
XM_011529198.1	NINL
NR_126465.1	ZNF337-AS1
NR_126466.1	ZNF337-AS1
NR_126467.1	ZNF337-AS1
XM_005260702.4	ZNF337
XM_011529219.3	ZNF337
XM_006723558.5	ZNF337
XM_017027803.3	ZNF337
